Date,Patrol Time,Steward name,High Temperature,Weather,Number of observed gorge users,total Number of people obseved violating a rule,Number of person interactions: Alternatives,Number of person interactions: Warnings,Number of person interactions: Directions,Total number of person interactions (Daily),Number of contacts to CUPD,Number of People above Ithaca Falls?,Description of Interactions,Description of notable events,,,,,,,,,,,,
8/9/2020,11-2pm,Josh,83,"Mostly sunny, heat advisory",312,31,,,,,1,11,"What a crazy day. Many kids above Ithaca falls.  First batch heard my whistle and indicated they were clearing out. Two folks climbing up the falls in cascadilla next to the college ave bridge. Various people in the falls.  Then I got stung 9 times by ground dwelling wasps.  Mike Roberts posted signs and will have them exterminated. THEN as if that were not enough, came across thre guys in upper cascadilla, down in the creek with a cooler, beer and smoking pot.  Called for them to vacate.  They were indignant, swearing at me and gesturing rudely.  One guy started puffing on his joint like a steam engine. I watched the comedy as they stumbled their way back up the gorge to the small bridge near the tennis courts. I talked with them at that point and theyd cooled off a bit. Explained the situation. Ultimately parted amicably. ",,,,,,,,,1,4,,,"Saw 3 sitting on concrete wall at Ezra's tunnel. They couldn't hear me so I called CUPD. As I was hanging up, a fourth person showed up and walked close enough that they could hear me. I told him the police were coming, and to tell the others, which he did and they thanked me as they beat feet. :)"
8/9/2020,2:30pm- 6:30pm,Mark,88,"Mostly sunny, heat advisory, showers",,,,,,,,4,,,,,,,,,,,5,,,
8/10/2020,11-2pm,Rob,91,mostly sunny,193,15,,,,,,3,,,,,,,,,,1,11,"What a crazy day. Many kids above Ithaca falls.  First batch heard my whistle and indicated they were clearing out. Two folks climbing up the falls in cascadilla next to the college ave bridge. Various people in the falls.  Then I got stung 9 times by ground dwelling wasps.  Mike Roberts posted signs and will have them exterminated. THEN as if that were not enough, came across thre guys in upper cascadilla, down in the creek with a cooler, beer and smoking pot.  Called for them to vacate.  They were indignant, swearing at me and gesturing rudely.  One guy started puffing on his joint like a steam engine. I watched the comedy as they stumbled their way back up the gorge to the small bridge near the tennis courts. I talked with them at that point and theyd cooled off a bit. Explained the situation. Ultimately parted amicably. ",,
8/10/2020,2:30pm- 6:30pm,Rob,91,"Mostly sunny, heat advisory, rain",,,,,,,,,,,,,,,,,,,4,,,
8/11/2020,11-2pm,Danni,85,Mostly sunny,142,13,,,,,,2,,,,,,,,,,,3,,,
8/11/2020,2:30pm- 6:30pm,Rob,93,Sunny,,,,,,,,,,,,,,,,,,,,,,
8/12/2020,11-2pm,Rob,85,Sunny,149,6,,,,,,,,,,,,,,,,,2,,,
8/12/2020,2:30pm- 6:30pm,Chris,83,Mostly sunny,,,,,,,,,,,,,,,,,,,,,,
8/13/2020,11-2pm,Rob,86,Sunny,167,4,,,,,,6,,,,,,,,,,,,,,
8/13/2020,2:30pm- 6:30pm,Danni,86,Mostly sunny,,2,,,,,1,,,,,,,,,,,,,,,
8/14/2020,11-2pm,Danni,78,Sunny,232,17,,,,,,0,Bees got exterminated. Someone is really fond of whipped cream...judging by the case of empty whipped cream propellent canisters I found (and removed) in lower cascadilla.,,,,,,,,,,6,,picked up trash,
8/14/2020,2:30pm- 6:30pm,Mark,86,Sunny and breezy,,,,,,,,,,,,,,,,,,1,,,,
8/15/2020,11-2pm,Ben,84,Sunny,365,17,,,,,1,,,,,,,,,,,,0,Bees got exterminated. Someone is really fond of whipped cream...judging by the case of empty whipped cream propellent canisters I found (and removed) in lower cascadilla.,picked up trash,
8/15/2020,2:30pm- 6:30pm,Chris,84,partly cloudy,,3,,,,,,,,,,,,,,,,,,,,
8/16/2020,11-2pm,Chris,78,,318,27,,,,,,9,"In the area below the mouth of Ezra's tunnel, a long plank has been laid out as a water crossing, enabling people to get across the gorge. If this could be removed out of sight, it could help discourage visitation.",,,,,,,,,1,,,,
8/16/2020,2:30pm- 6:30pm,Josh,83,sunny,,,,,,,,,,,,,,,,,,,,,,
8/17/2020,11-2pm,Danni,,Sunny,139,23,,,,,,6,Picked up a lot of beer cans in cascadilla under the frat w/ the gazebo.  trash is piling up there.,,,,,,,,,,9,"In the area below the mouth of Ezra's tunnel, a long plank has been laid out as a water crossing, enabling people to get across the gorge. If this could be removed out of sight, it could help discourage visitation.",,
8/17/2020,2:30pm- 6:30pm,Mark,81,Sunny,,,,,,,,,,,,,,,,,,,,,,
8/18/2020,11-2pm,Rob,79,Partly sunny,217,25,,,,,,7,"picked up more beer bottles under gazebo in lower cacadilla.  someone asked, ""Is this your job???""",,,,,,,,,,6,Picked up a lot of beer cans in cascadilla under the frat w/ the gazebo.  trash is piling up there.,,
8/18/2020,2:30pm- 6:30pm,Mark,79,,,,,,,,,,,,,,,,,,,,,,,
8/19/2020,11-2pm,Danni,71,Sunny,85,2,,,,,,,,,,,,,,,,,7,"picked up more beer bottles under gazebo in lower cacadilla.  someone asked, ""Is this your job???""",,
8/19/2020,2:30pm- 6:30pm,Danni,,Sunny,,,,,,,,,,,,,,,,,,,,,,
8/20/2020,11-2pm,Rob,81,sunny,236,14,,,,,,,picked up more garbage under gazebo.  Do we know who is the prsident there? can we ask them to stop doin that/,,,,,,,,,,,,,
8/20/2020,2:30pm- 6:30pm,Mark,81,Sunny,,,,,,,1,,,,,,,,,,,,,,,
8/21/2020,11-2pm,Danni,84,,149,22,,,,,2,12,Called police. Police said if people were out of the water above ithaca falls there was no violation. refused to even get out the bullhorn or run the siren. He's wrong - the area is restricted and even out of the water people are in violation. Had to walk down there myself to boot them out. end of the shift and made me late to dinner w/ kids.  people suck.,,,,,,,,,,,picked up more garbage under gazebo.  Do we know who is the prsident there? can we ask them to stop doin that/,,
8/21/2020,2:30pm- 6:30pm,Mark,83,,,,,,,,,,,,,,,,,,,1,,,,
8/22/2020,11-2pm,Mark,,hot and humid,127,12,,,,,,,,,,,,,,,,2,12,Called police. Police said if people were out of the water above ithaca falls there was no violation. refused to even get out the bullhorn or run the siren. He's wrong - the area is restricted and even out of the water people are in violation. Had to walk down there myself to boot them out. end of the shift and made me late to dinner w/ kids.  people suck.,,
8/22/2020,2:30pm- 6:30pm,Chris,,"Rain, wind, hail",,,,,,,,,,,,,,,,,,,,,,
8/23/2020,11-2pm,Chris,85,Hot and humid,229,12,,,,,,,gave up and went home!,,,,,,,,,,,,,
8/23/2020,2:30pm- 6:30pm,Mark,87,Hot,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,11-2pm,Chris,86,,192,18,,,,,1,14,"Only made it around the loop a couple times, as I had to chase down so many people in the Fall creek restricted area.",,,,,,,,,,,gave up and went home!,,
8/24/2020,2:30pm- 6:30pm,Mark,86,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,11-2pm,Ben,,,0,0,,,,,,,,,,,,,,,,1,14,"Only made it around the loop a couple times, as I had to chase down so many people in the Fall creek restricted area.",knocked over large cairn built in cascadilla creek,
8/26/2020,2:30pm- 6:30pm,Mark,,Cool and breezy,,,,,,,,,,,,,,,,,,,,,,
8/27/2020,11-2pm,Chirs,,Hot and breezy,265,37,,,,,,32,Huge increase in foot traffic everywhere.  Zillions of folks in Cascadilla.  More than I've ever seen above Ithaca Falls (32) and they were mostly quite upset with me for shooing them out. Many rude gestures.,,,,,,,,,,,,,
8/28/2020,2:30pm- 6:30pm,Mark,74,"Humid, rain, thunderstorms",,5,,,,,,,,,,,,,,,,,,,,
8/29/2020,11-2pm,Chris,84,Hot and humid,159,5,,,,,,,,,,,,,,,,,32,Huge increase in foot traffic everywhere.  Zillions of folks in Cascadilla.  More than I've ever seen above Ithaca Falls (32) and they were mostly quite upset with me for shooing them out. Many rude gestures.,,
8/30/2020,2:30pm- 6:30pm,Mark,86,,,0,,,,,,,,,,,,,,,,,,,,
8/31/2020,11-2pm,Chris,74,,276,12,,,,,,,,,,,,,,,,,,,,
9/1/2020,2:30pm- 6:30pm,Ben,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2020,11-7pm,Mark,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2020,11-7pm,Elizabeth,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2020,11-7pm,Mark,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2020,11-7pm,Elizabeth,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2020,11-7pm,Mark,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2020,11-7pm,Elizabeth,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2020,11-7pm,Mark,,partly cloudy/sun,,0,,,,,,,,,,,,,,,,,,,,
9/9/2020,11-7pm,Elizabeth,,Sunny with some clouds,365,0,,,,,0,,0,,,,,,,,,,,,,
9/10/2020,11-7pm,Elle,65,partly cloudy/sun,105,1,,,,,,,,,,,,,,,,,,,,
,11-3pm,Aurora,65,,232,,,,,,0,,,,,,,,,,,,,,,
,3pm-7pm,Gabriel,65,sun with some clouds and showers,,0,,,,,,,,,,,,,,,,,,,,
5/25/2019,11-7pm,,,partly cloudy/thunderstorm,395,0,,,,,0,,,,,,,,,,,,,,,
,11-3pm,Gabriel,76,mostly sunny,243,0,,,,,0,,0,,,,,,,,,,,,,
,3pm-7pm,Elle,76,mostly sunny,139,1,,,,,0,no,,,,,,,,,,,,,,
5/26/2019,11-3pm,Liz,83,mostly sunny,378,0,,,,,0,,,,,,,,,,,,,,,
,11-3pm,Gabriel,79,sunny,284,0,,,,,0,,0,,,,,,,,,,,,,
,3-7pm,Elle,84,Cloudy/light rain,550,0,,,,,0,,0,,,,,,,,,,,,,
5/27/2019,11-7pm,Elle,74,Cloudy/light rain,154,0,,,,,0,,0,,,,,,,,,,,,,
5/28/2019,11-7pm,Elle,69,overcast/rainy,197,0,,,,,0,,,,,,,,,,,,,,,
5/29/2019,11-7pm,Aurora,68,sun and clouds,144,0,,,,,0,,,,,,,,,,,,,,,
5/30/2019,11-7pm,Gabriel,72,,292,,,,,,0,,0,,,,,,,,,,,,,
5/31/2019,11-7pm,Elle,70,,,,,,,,,,,,,,,,,,,,,,,
6/1/2019,11-7pm,,,Cloudy/rainy,,2,,,,,,,,,,,,,,,,,,,,
,11-7pm,,,rain and clouds,127,0,,,,,0,0,Stone bench broken near fc113,,,,,,,,,,,,,
6/2/2019,11-7pm,Silas,64,Partly cloudy/windy,118,0,,,,,0,,0,,,,,,,,,,,,,
,11-7pm,Elle,64,Overcast,,0,,,,,0,,,,,,,,,,,,,,,
6/3/2019,11-7pm,Aurora,61,Cloudy/rainy,165,0,,,,,0,,,,,,,,,,,,,,,
6/4/2019,11-7pm,Aurora,65,Partly cloudy,162,1,,,,,0,,0,,,,,,,,,,,,,
Submit timecard on workday 6/5/2019,11-7pm,Elle,77,sunny,164,1,,,,,0,,,,,,,,,,,,,,,
6/6/2019,11-7pm,Aurora,70,sunny,638,2,,,,,0,,0,,,,,,,,,,,,,
6/7/2019,11-7pm,Elle,75,Sunny,500,2,,,,,0,,0,,,,,,,,,,,,,
6/8/2019,11-7pm,Elle,83,Sunny,405,0,,,,,0,,,,,,,,,,,,,,,
,11-7pm,Aurora,83,Sunny,146,0,,,,,0,,,,,,,,,,,,,,,
6/9/2019,11-7pm,Aurora,82,Rainy,257,0,,,,,0,,0,,,,,,,,,,,,,
,11-7pm,Elle,82,Rainy,,,,,,,0,,0,,,,,,,,,,,,,
6/10/2019,11-3pm,Elle,66,Partly cloudy,116,,,,,,,,,,,,,,,,,,,,,
,3pm-7pm,Aurora,66,partly cloudy,169,0,,,,,,,,,,,,,,,,,,,,
6/11/2019,11-7pm,Aurora,70,Rainy,174,0,,,,,0,,0,,,,,,,,,,,,,
6/12/2019,11-7pm,Elle,79,partly cloudy,76,0,,,,,0,0,0,,,,,,,,,,,,,
6/13/2019,11-7pm,Silas,57,partly cloudy,141,0,,,,,0,,0,,,,,,,,,,,,,
6/14/2019,11-7pm,Elle,66,Partly Cloudy,222,0,,,,,0,,0,,,,,,,,,,,,,
6/15/2019,11-7pm,Elle,75,rain,141,,,,,,0,0,0,,,,,,,,,,,,,
,11-3pm,Silas,75,rain,3,0,,,,,,,,,,,,,,,,,,,,
6/16/2019,11-3pm,Liz,63,sunny,25,0,,,,,0,,0,,,,,,,,,,,,,
,11-7pm,Elle,63,sunny,88,,,,,,0,,0,,,,,,,,,,,,,
6/17/2019,11-3pm,Elle,74,sunny,105,2,,,,,,,,,,,,,,,,,,,,
,3pm-7pm,Gabriel,74,partly cloudy/humid,186,0,,,,,0,,0,,,,,,,,,,,,,
6/18/2019,11-7pm,Elle,72,rainy,203,,,,,,0,,0,,,,,,,,,,,,,
Submit Timecard on workday 6/19/19,11-7pm,Elle,80,partly cloudy,120,0,,,,,,,"erosion at top of trail behind Risley, rock slide onto Cascadilla Gorge trail below College Ave Bridge",,,,,,,,,,,,,
6/20/2019,11-7pm,Gabriel,72,Partly Cloudy,441,0,,,,,0,,0,,,,,,,,,,,,,
6/21/2019,11-7pm,Elle,72,sunny,168,0,,,,,0,0,0,,,,,,,,,,,,,
,11-7pm,Silas,72,Sunny,611,1,,,,,0,,0,,,,,,,,,,,,,
6/22/2019,11-7pm,Elle,72,sunny,294,1,,,,,0,0,0,,,,,,,,,,,,,
,11-7pm,Silas,72,sunny,241,2,,,,,0,,0,,,,,,,,,,,,,
6/23/2019,11-3pm,Elle,83,Sunny,179,0,,,,,0,,,,,,,,,,,,,,,
,3pm-7pm,Gabriel,83,sunny,252,0,,,,,0,0,0,,,,,,,,,,,,,
,11-7pm,Silas,83,Sunny,48,,,,,,0,,0,,,,,,,,,,,,,
6/24/2019,11-3pm,Elle,73,sunny,80,0,,,,,,,,,,,,,,,,,,,,
,3pm-7pm,Aurora,73,sunny,163,,,,,,0,,0,,,,,,,,,,,,,
6/25/2019,11-7pm,Elle,80,Sunny,,0,,,,,,,,,,,,,,,,,,,,
6/26/2019,11-3pm,Elle,83,Sunny,73,0,,,,,0,,,,,,,,,,,,,,,
6/26/2019,3pm-7pm,Aurora,83,,180,,,,,,0,0,,,,,,,,,,,,,,
6/27/2019,11-3pm,Audrey,85,Sunny,,0,,,,,,,,,,,,,,,,,,,,
,3-7pm,,,sunny,163,0,,,,,0,0,,,,,,,,,,,,,,
6/28/2019,11-3pm,Audrey,89,,196,,,,,,0,0,0,,,,,,,,,,,,,
,11-3pm,Elle,89,sunny,,0,,,,,,,,,,,,,,,,,,,,
,3-7pm,Liz,,Partly cloudy,117,3,,,,,0,0,,,,,,,,,,,,,,
,3pm-7pm,Aurora,89,partly cloudy,496,1,,,,,0,0,0,,,,,,,,,,,,,
6/29/2019,11-7pm,Elle,79,sunny,488,3,,,,,0,0,0,,,,,,,,,,,,,
,11-7pm,Aurora,79,Sunny,253,0,,,,,0,,,,,,,,,,,,,,,
6/30/2019,11-7pm,Gabriel,74,Sunny,,0,,,,,0,0,0,,,,,,,,,,,,,
,11-3pm,Elle,74,Sunny,385,0,,,,,0,0,0,,,,,,,,,,,,,
,3-7pm,Elle,74,,184,,,,,,0,0,,,,,,,,,,,,,,
7/1/2019,11-3pm,Audrey,80,Light rain/Overcast,,0,,,,,,,,,,,,,,,,,,,,
,3pm-7pm,,,overcast,148,,,,,,0,0,"Emergency Locator CG-102 is defaced with sharpie. Plastic fence along side of Beebe Lake to keep deer out- a tree has fallen across the fence... not sure if this is new, but it's the first time I've noticed it",,,,,,,,,,,,,
7/2/2019,11-3pm,Audrey,78,overcast,,0,,,,,,,,,,,,,,,,,,,,
,3pm-7pm,Elle,78,Cloudy,,0,,,,,0,0,,,,,,,,,,,,,,
Submit Timecard on workday 7/3/2019,11-3pm,Elle,78,Sunny,138,1,,,,,0,0,,,,,,,,,,,,,,
,3pm-7pm,Aurora,83,sunny,,2,,,,,0,0,,,,,,,,,,,,,,
7/4/2019,11-3pm,Liz,90,sunny and humid,245,0,,,,,0,,,,,,,,,,,,,,,
,3pm-7pm,Gabriel,90,Sunny,245,1,,,,,0,0,,,,,,,,,,,,,,
7/5/2019,11-3pm,Audrey,90,Sunny,103,4,,,,,0,0,,,,,,,,,,,,,,
,3pm-7pm,Silas,90,Rain/Thunderstorms,444,2,,,,,0,0,,,,,,,,,,,,,,
,11-7pm,Elle,91,Rain/thunder,158,0,,,,,0,0,,,,,,,,,,,,,,
7/6/2019,11-7pm,Elle,77,Partly cloudy,150,3,,,,,0,,,,,,,,,,,,,,,
,11-7pm,Gabriel,77,"Cloudy, then sunny",367,0,,,,,0,0,,,,,,,,,,,,,,
7/7/2019,11-7pm,Aurora,78,Sunny,166,2,,,,,0,0,,,,,,,,,,,,,,
,11-3pm,Liz,78,Sunny,128,0,,,,,0,0,,,,,,,,,,,,,,
,3pm-7pm,Silas,78,Sunny,199,0,,,,,0,0,,,,,,,,,,,,,,
7/8/2019,11-3pm,Audrey,85,Sunny,153,0,,,,,0,0,,,,,,,,,,,,,,
,3pm-7pm,Aurora,85,Sunny,156,0,,,,,0,0,,,,,,,,,,,,,,
7/9/2019,11-3pm,Audrey,83,Hot/sunny/humid,145,0,,,,,0,0,,,,,,,,,,,,,,
,3pm-7pm,Elle,83,Sunny,114,0,,,,,0,0,,,,,,,,,,,,,,
7/10/2019,11-3pm,Liz,88,overcast/humid/sprinkles,100,0,,,,,0,0,,,,,,,,,,,,,,
,3pm-7pm,Aurora,88,overcast/humid/scattered showers,153,1,,,,,0,0,"FC113- chain disconnected, connector is missing",,,,,,,,,,,,,
7/11/2019,11-3pm,Audrey,82,cloudy,103,2,,,,,0,,,,,,,,,,,,,,,
,3pm-7pm,Gabriel,82,,238,,,,,,0,0,,,,,,,,,,,,,,
7/12/2019,11-3pm,Audrey,78,Sunny,,0,,,,,,,,,,,,,,,,,,,,
,3pm-7pm,,,Sunny,349,1,,,,,0,,0,,,,,,,,,,,,,
,11-7pm,Elle,78,Sunny,407,2,,,,,0,0,,,,,,,,,,,,,,
7/13/2019,11-7pm,Aurora,86,sunny,426,2,,,,,0,,Broken Glass on Upper Cascadilla Gorge Trail - cleared,,,,,,,,,,,,,
,11-7pm,Elle,86,Sunny,354,0,,,,,0,,,,,,,,,,,,,,,
7/14/2019,11-7pm,Gabriel,79,,254,,,,,,0,0,,,,,,,,,,,,,,
,11-3pm,Silas,79,Sunny/Low Humidity/Beautiful,,1,,,,,,,,,,,,,,,,,,,,
,3pm-7pm,Audrey,,Sunny,115,0,,,,,0,0,,,,,,,,,,,,,,
7/15/2019,11-3pm,Liz,82,humid,98,0,,,,,0,0,,,,,,,,,,,,,,
,3pm-7pm,Aurora,82,"humid, sprinkles",170,0,,,,,0,0,,,,,,,,,,,,,,
7/16/2019,11-7pm,Elle,84,Humid,96,0,,,,,0,0,Upper cascadilla near staircase to collegetown (near Kessel Cornellians rock)- dead squirrel on trail :(,,,,,,,,,,,,,
Submit Timecard on workday 7/17/2019,11-3pm,Audrey,84,"humid, sunny, beautiful nimbus clouds",135,0,,,,,0,0,,,,,,,,,,,,,,
,3pm-7pm,Aurora,84,Sunny,342,0,,,,,0,,,,,,,,,,,,,,,
7/18/2019,11-7pm,Gabriel,84,Sunny,135,1,,,,,0,,0,,,,,,,,,,,,,
7/19/2019,11-3pm,Elle,85,"Hot, hazy, humid",149,0,,,,,0,0,,,,,,,,,,,,,,
,3pm-7pm,Aurora,85,"hot, humid",91,0,,,,,0,0,,,,,,,,,,,,,,
7/20/2019,11-3 pm,Liz,93,Mostly sunny; breezy,159,0,,,,,0,,,,,,,,,,,,,,,
,11-7pm,Aurora,93,"mostly sunny, humid",163,1,,,,,0,0,"Upper part of Casc. Gorlge trail (steps) has vines overgrowing into path, which could cause people to get tripped up - it's a steep part of the walkway; recommend trimming back.",,,,,,,,,,,,,
7/21/2019,11-3pm,Liz,84,mostly sunny,158,0,,,,,0,,,,,,,,,,,,,,,
,3-7pm,Gabriel,84,,249,,,,,,0,0,0,,,,,,,,,,,,,
,11-7pm,Elle,84,Rain,,0,,,,,,,,,,,,,,,,,,,,
shadow shift,3-7pm,Leigh,what Gabriel said!,Rain,65,0,,,,,0,0,,,,,,,,,,,,,,
7/22/2019,11-3pm,Audrey,69,Sunny,10,3,,,,,0,0,,,,,,,,,,,,,,
,3pm-7pm,Silas,69,sunny,191,2,,,,,0,0,,,,,,,,,,,,,,
7/23/2019,11-3pm,Audrey,78,Sunny,131,0,,,,,0,0,,,,,,,,,,,,,,
,3pm-7pm,Silas,78,Sunny,,3,,,,,0,0,0,,,,,,,,,,,,,
7/24/2019,11-7pm,Elle,79,,197,,,,,,0,0,,,,,,,,,,,,,,
7/25/2019,11-3pm,Audrey,79,Sunny,,3,,,,,,,,,,,,,,,,,,,,
,3pm-7pm,Liz,,"hot, sunny",297,,,,,,0,0,,,,,,,,,,,,,,
7/26/2019,11-3pm,Audrey,87,Sunny,,2,,,,,,,,,,,,,,,,,,,,
,3pm-7pm,Aurora,87,Sunny,435,0,,,,,0,0,0,,,,,,,,,,,,,
,11-7pm,Elle,87,Sunny,180,0,,,,,0,0,0,,,,,,,,,,,,,
7/27/2019,11-3pm,Elle,87,Mostly Sunny; hot,174,1,,,,,0,0,,,,,,,,,,,,,,
,11-3pm,Silas,87,Sunny,118,0,,,,,1 (two people at Casc Gorge perched way out over high spot - reading and drawing -- not a safe spot),0,"Just dwonstream of CG 103: a tree has falled down across water - but the tree is across the trail, so it does not impede trail use. Just wanted to bring attendtion to fallen tree",,,,,,,,,,,,,
,3pm-7pm,Liz,87,Mostly cloudy; hot,122,0,,,,,0,0,,,,,,,,,,,,,,
,3pm-7pm,Aurora,87,Mostly cloudy; hot,104,0,,,,,0,0,,,,,,,,,,,,,,
7/28/2019,11-3pm,Liz,87,Scattered Showers,169,1,,,,,0,,,,,,,,,,,,,,,
,11-3pm,Audrey,87,Sunny,113,0,,,,,0,0,,,,,,,,,,,,,,
,3pm-7pm,Silas,87,Sunny,215,,,,,,0,0,,,,,,,,,,,,,,
7/29/2019,11-3pm,Audrey,89,Sunny and humid,,,,,,,,,,,,,,,,,,,,,,
,3pm-7pm,Aurora,89,"Hazy, then sun; humid",,0,,,,,,,,,,,,,,,,,,,,
7/30/2019,11-7pm,Elle,80,,124,,,,,,0,0,,,,,,,,,,,,,,
Submit timecard on workday 7/31/2019,11-3pm,Liz,80,Sunny,,0,,,,,,,,,,,,,,,,,,,,
,3pm-7pm,Gabriel,,sunny,185,2,,,,,0,0,,,,,,,,,,,,,,
8/1/2019,11-3pm,Audrey,84,Sunny,120,1,,,,,0,0,,,,,,,,,,,,,,
,3pm-7pm,Silas,84,Sunny,258,1,,,,,0,0,,,,,,,,,,,,,,
8/2/2019,11-3pm,Audrey,84,Sunny,193,3,,,,,0,0,,,,,,,,,,,,,,
,3-7pm,Aurora,84,sunny,410,2,,,,,0,0,,,,,,,,,,,,,,
,11-7pm,Elle,84,Sunny,344,0,,,,,0,0,,,,,,,,,,,,,,
8/3/2019,11-7pm,Silas,82,Stormy,301,,,,,,0,0,,,,,,,,,,,,,,
,11-7pm,Elle,82,Thunder storms,,0,,,,,,,,,,,,,,,,,,,,
8/4/2019,11-7pm,Aurora,78,Partly cloudy,299,0,,,,,0,0,,,,,,,,,,,,,,
,11-7pm,Silas,78,"Clouds, sun, clouds, rain",332,0,,,,,0,0,,,,,,,,,,,,,,
8/5/2019,11-7pm,Elle,85,Partly cloudy,150,,,,,,0,0,,,,,,,,,,,,,,
8/6/2019,11-3pm,Audrey,88,Cloudy,,0,,,,,,,,,,,,,,,,,,,,
,3pm-7pm,Aurora,88,Cloudy,131,0,,,,,0,0,,,,,,,,,,,,,,
8/7/2019,11-3pm,Audrey,77,,127,,,,,,0,0,,,,,,,,,,,,,,
,3pm-7pm,Aurora,77,scattered showers,,0,,,,,,,,,,,,,,,,,,,,
8/8/2019,11-3pm,Audrey- out sick,,"sunny, light breeze",94,0,,,,,0,0,,,,,,,,,,,,,,
,3pm-7pm,Silas,82,Partly cloudy,226,0,,,,,0,0,,,,,,,,,,,,,,
8/9/2019,11-3pm,Audrey,77,Cloudy,187,,,,,,0,0,,,,,,,,,,,,,,
,3pm-7pm,Silas,77,Sunny,,2,,,,,,,,,,,,,,,,,,,,
,11-7pm,Aurora,77,Sunny,212,4,,,,,0,0,,,,,,,,,,,,,,
8/10/2019,11-7pm,Elle,74,Sunny,218,3,,,,,0,0,,,,,,,,,,,,,,
,11-7pm,Silas,73,,361,,,,,,0,0,,,,,,,,,,,,,,
8/11/2019,11-7pm,Elle,73,"Sunny, increasing clouds",,0,,,,,,,,,,,,,,,,,,,,
,11-7pm,Aurora,,Partly cloudy,230,0,,,,,0,0,,,,,,,,,,,,,,
8/12/2019,11-3pm,Audrey,82,"clouds, rain",182,0,,,,,0,0,,,,,,,,,,,,,,
,3pm-7pm,Elle,80,,156,,,,,,0,0,,,,,,,,,,,,,,
8/13/2019,11-3pm,Audrey,80,Sunny,,0,,,,,,,,,,,,,,,,,,,,
,3pm-7pm,Aurora,,Sunny,251,0,,,,,0,0,,,,,,,,,,,,,,
Submit timecard on workday 8/14/19,11-3pm,Audrey,81,Partly Stormy,113,1,,,,,0,0,,,,,,,,,,,,,,
,3pm-7pm,Silas,81,Thunderstorms,193,0,,,,,,,,,,,,,,,,,,,,
8/15/2019,11-7pm,Silas,83,,210,,,,,,0,,,,,,,,,,,,,,,
8/16/2019,11-7pm,Elle,75,Rainy,,0,,,,,,,,,,,,,,,,,,,,
,11-7pm,,,,221,,,,,,0,0,,,,,,,,,,,,,,
8/17/2019,11-7pm,Silas,81,Partly cloudy,,0,,,,,,,,,,,,,,,,,,,,
,11-7pm,,,Sunny,242,0,,,,,0,0,0,,,,,,,,,,,,,
8/19/2019,11-7pm,Elle,82,Partly cloudy,207,0,,,,,0,0,,,,,,,,,,,,,,
8/20/2019,11-7pm,Silas,85,Cloudy,220,0,,,,,0,0,0,,,,,,,,,,,,,
8/21/2019,11-7pm,Elle,80,Sunny,204,0,,,,,0,0,,,,,,,,,,,,,,
8/22/2019,11-7pm,Silas,73,,255,,,,,,0,0,0,,,,,,,,,,,,,
8/23/2019,11-7pm,Elle,71,Partly cloudy,,6,,,,,,,,,,,,,,,,,,,,
,11-7pm,,,,480,,,,,,0,0,0,,,,,,,,,,,,,
8/24/2019,11-7pm,Elle,70,Partly cloudy,,2,,,,,,,,,,,,,,,,,,,,
,11-7pm,,,,427,,,,,,0,0,0,,,,,,,,,,,,,
8/25/2019,11-7pm,Elle,73,Sunny,,1,,,,,,,,,,,,,,,,,,,,
,11-7pm,,,,335,,,,,,0,0,0,,,,,,,,,,,,,
8/26/2019,11-7pm,Elle,74,,,,,,,,,,,,,,,,,,,,,,,
Submit timecard on workday 8/28/2019,11-7pm,,,sun and clouds,,3,,,,,,,,,,,,,,,,,,,,
8/29/2019,11-7pm,,,,344,,,,,,0,0,"CG-102: just above the marker, loose stones on the trail",,,,,,,,,,,,,
8/30/2019,11-7pm,Elle,75,Sunny,,4,,,,,,,,,,,,,,,,,,,,
,11-7pm,,,,359,,,,,,0,0,0,,,,,,,,,,,,,
8/31/2019,11-7pm,Elle,72,Cloudy,,12,,,,,,,,,,,,,,,,,,,,
,11-7pm,,,Cloudy/Rain,509,0,,,,,0,,,,,,,,,,,,,,,
5/29/2018,,Tom,71,Cloudy/Rain,165,0,,,,,0,,,,,,,,,,,,,,,
5/30/2018,,Tom,67,Sunny,160,0,,,,,0,,,,,,,,,,,,,,,
5/31/2018,,Tom,71,Sunny,429,0,,,,,0,,,,,,,,,,,,,,,
6/1/2018,,Tom,69,Sunny,203,0,,,,,0,,,,,,,,,,,,,,,
6/2/2018,11:00-7:00,Chris,67,Sunny,210,1,,,,,0,,,,,,,,,,,,,,,
6/3/2018,,Tamar,68,Rain,291,1,,,,,0,,,,,,,,,,,,,,,
6/3/2018,11:00-7:00,Chris,68,Rain,69,0,,,,,0,,,,,,,,,,,,,,,
6/4/2018,,Tamar,53,Clouds/Storm,61,0,,,,,0,,,,,,,,,,,,,,,
